0.0000 	20.7184 	2.7904 	2.4501 	2.0925 	0.0000 	0.4507 	1.4313 	0.0000 	1.6864 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	39.9096 
0.0010 	20.7184 	2.7904 	2.4501 	2.0925 	0.0000 	0.4507 	1.4313 	0.0000 	1.6864 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	39.9096 
0.0011 	20.7184 	2.7902 	2.4501 	2.0925 	0.0002 	0.4507 	1.4313 	0.0000 	1.6864 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	39.9095 
0.0012 	20.7184 	2.7901 	2.4500 	2.0925 	0.0005 	0.4508 	1.4312 	0.0000 	1.6864 	0.0003 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	39.9091 
0.0013 	20.7183 	2.7899 	2.4499 	2.0925 	0.0009 	0.4509 	1.4311 	0.0000 	1.6864 	0.0009 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	39.9084 
0.0015 	20.7181 	2.7897 	2.4499 	2.0925 	0.0014 	0.4510 	1.4308 	0.0000 	1.6864 	0.0016 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	39.9075 
0.0016 	20.7179 	2.7895 	2.4497 	2.0925 	0.0021 	0.4512 	1.4305 	0.0000 	1.6864 	0.0025 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	39.9064 
0.0018 	20.7176 	2.7892 	2.4496 	2.0925 	0.0029 	0.4515 	1.4302 	0.0000 	1.6864 	0.0036 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	39.9051 
0.0019 	20.7172 	2.7890 	2.4495 	2.0925 	0.0039 	0.4518 	1.4298 	0.0000 	1.6864 	0.0048 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	39.9036 
0.0021 	20.7167 	2.7887 	2.4493 	2.0925 	0.0050 	0.4522 	1.4294 	0.0000 	1.6864 	0.0062 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0001 	0.0000 	39.9018 
0.0024 	20.7161 	2.7883 	2.4491 	2.0925 	0.0063 	0.4527 	1.4289 	0.0000 	1.6864 	0.0078 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0001 	0.0000 	39.8997 
0.0026 	20.7153 	2.7880 	2.4489 	2.0925 	0.0079 	0.4532 	1.4283 	0.0000 	1.6864 	0.0096 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0001 	0.0000 	39.8973 
0.0029 	20.7145 	2.7876 	2.4486 	2.0925 	0.0096 	0.4538 	1.4276 	0.0000 	1.6864 	0.0117 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0001 	0.0000 	39.8946 
0.0031 	20.7134 	2.7872 	2.4483 	2.0924 	0.0116 	0.4546 	1.4269 	0.0000 	1.6864 	0.0141 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0001 	0.0000 	39.8914 
0.0035 	20.7122 	2.7867 	2.4480 	2.0924 	0.0140 	0.4555 	1.4260 	0.0000 	1.6864 	0.0168 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0002 	0.0000 	39.8878 
0.0038 	20.7107 	2.7862 	2.4476 	2.0924 	0.0166 	0.4565 	1.4251 	0.0000 	1.6864 	0.0198 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0002 	0.0000 	39.8837 
0.0042 	20.7091 	2.7856 	2.4472 	2.0924 	0.0197 	0.4577 	1.4240 	0.0000 	1.6864 	0.0233 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0003 	0.0000 	39.8790 
0.0046 	20.7071 	2.7850 	2.4467 	2.0924 	0.0232 	0.4590 	1.4228 	0.0000 	1.6864 	0.0272 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0003 	0.0000 	39.8736 
0.0051 	20.7048 	2.7843 	2.4462 	2.0923 	0.0273 	0.4606 	1.4214 	0.0000 	1.6864 	0.0316 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0004 	0.0000 	39.8675 
0.0056 	20.7021 	2.7836 	2.4456 	2.0923 	0.0319 	0.4624 	1.4198 	0.0000 	1.6864 	0.0365 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0004 	0.0000 	39.8606 
0.0061 	20.6990 	2.7827 	2.4450 	2.0923 	0.0371 	0.4646 	1.4181 	0.0000 	1.6864 	0.0421 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0005 	0.0000 	39.8527 
0.0067 	20.6954 	2.7818 	2.4442 	2.0922 	0.0431 	0.4670 	1.4161 	0.0000 	1.6864 	0.0483 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0006 	0.0000 	39.8437 
0.0074 	20.6913 	2.7808 	2.4434 	2.0921 	0.0500 	0.4698 	1.4139 	0.0000 	1.6864 	0.0554 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0007 	0.0000 	39.8335 
0.0081 	20.6865 	2.7797 	2.4424 	2.0921 	0.0578 	0.4730 	1.4114 	0.0000 	1.6864 	0.0633 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0008 	0.0000 	39.8219 
0.0090 	20.6809 	2.7785 	2.4414 	2.0920 	0.0668 	0.4767 	1.4086 	0.0000 	1.6864 	0.0723 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0009 	0.0000 	39.8087 
0.0098 	20.6745 	2.7772 	2.4402 	2.0919 	0.0770 	0.4810 	1.4054 	0.0000 	1.6864 	0.0823 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0011 	0.0000 	39.7938 
0.0108 	20.6671 	2.7757 	2.4389 	2.0918 	0.0886 	0.4859 	1.4019 	0.0000 	1.6864 	0.0936 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0012 	0.0000 	39.7769 
0.0119 	20.6586 	2.7741 	2.4374 	2.0917 	0.1019 	0.4915 	1.3979 	0.0000 	1.6864 	0.1063 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0014 	0.0000 	39.7577 
0.0131 	20.6488 	2.7723 	2.4357 	2.0916 	0.1171 	0.4980 	1.3935 	0.0000 	1.6864 	0.1205 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0016 	0.0000 	39.7359 
0.0144 	20.6376 	2.7704 	2.4338 	2.0914 	0.1344 	0.5054 	1.3885 	0.0000 	1.6864 	0.1365 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0019 	0.0000 	39.7112 
0.0159 	20.6246 	2.7682 	2.4318 	2.0912 	0.1541 	0.5139 	1.3829 	0.0000 	1.6864 	0.1544 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0022 	0.0000 	39.6832 
0.0174 	20.6097 	2.7659 	2.4294 	2.0910 	0.1765 	0.5236 	1.3766 	0.0000 	1.6864 	0.1746 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0025 	0.0000 	39.6515 
0.0192 	20.5926 	2.7633 	2.4268 	2.0908 	0.2021 	0.5348 	1.3695 	0.0000 	1.6864 	0.1972 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0028 	0.0000 	39.6155 
0.0211 	20.5729 	2.7604 	2.4239 	2.0905 	0.2313 	0.5476 	1.3616 	0.0000 	1.6864 	0.2225 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0033 	0.0000 	39.5747 
0.0232 	20.5504 	2.7573 	2.4206 	2.0902 	0.2645 	0.5622 	1.3527 	0.0000 	1.6864 	0.2510 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0037 	0.0000 	39.5285 
0.0255 	20.5245 	2.7539 	2.4169 	2.0899 	0.3024 	0.5790 	1.3428 	0.0000 	1.6864 	0.2829 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0043 	0.0000 	39.4761 
0.0281 	20.4948 	2.7501 	2.4129 	2.0894 	0.3456 	0.5981 	1.3317 	0.0000 	1.6864 	0.3187 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0049 	0.0000 	39.4167 
